Order_ID,Platform,Order_Date,Order_Time,City,Zone,Restaurant_Name,Cuisine,Order_Value_INR,Distance_km,Prep_Time_min,Expected_Time_min,Delivery_Time_min,Delay_min,Delivery_Status,Traffic_Level,Weather,Rider_Availability,Customer_Rating,Cancellation,Payment_Method
OD0008114,Zomato,21-01-2025,20:10,Delhi NCR,East Delhi,Delhi Wok,Burger,268,3.88,14,36,37,1,On-time,Medium,Clear,High,4.1,No,Cash
OD0008115,Swiggy,10-04-2025,15:00,Kolkata,Ballygunge,Kolkata Grill House,Burger,233,4.03,14,33,34,1,On-time,Low,Clear,Medium,4.3,No,UPI
OD0008116,Swiggy,27-10-2025,14:05,Ahmedabad,Vastrapur,Ahmedabad Express,Healthy,489,6.06,7,37,40,3,On-time,Low,Foggy,High,4.2,No,Cash
OD0008117,Swiggy,13-04-2025,12:30,Lucknow,Aliganj,Lucknow Grill House,Cafe,177,3.09,11,25,23,-2,On-time,Low,Clear,Medium,5,No,Wallet
OD0008118,Swiggy,16-02-2025,20:55,Mumbai,Navi Mumbai,Mumbai Grill House,Healthy,376,2.44,16,28,36,8,Late,Low,Clear,Medium,3.9,No,Card
OD0008119,Swiggy,08-02-2025,21:30,Hyderabad,Gachibowli,Hyderabad Kitchen,North Indian,390,1.67,18,37,38,1,On-time,High,Clear,Medium,4.2,Yes,Wallet
OD0008120,Swiggy,12-10-2025,14:30,Kolkata,Salt Lake,Kolkata Treats,South Indian,99,6.16,10,56,59,3,On-time,High,Clear,Low,4,No,UPI
OD0008121,Swiggy,06-11-2025,14:40,Mumbai,South Mumbai,Mumbai Wok,Burger,326,6.54,14,47,46,-1,On-time,Low,Clear,Low,4.6,No,Cash
OD0008122,Zomato,31-03-2025,15:45,Chennai,OMR,Chennai Cafe,Healthy,170,3.63,11,29,30,1,On-time,Low,Cloudy,Medium,4.6,No,Card
OD0008123,Swiggy,26-03-2025,15:15,Mumbai,Powai,Mumbai Wok,Biryani,401,2.49,21,39,33,-6,On-time,Medium,Cloudy,High,4.6,No,UPI
OD0008124,Swiggy,30-09-2025,15:00,Bengaluru,Electronic City,Bengaluru Express,Biryani,312,6.54,20,73,86,13,Late,High,Cloudy,Medium,3.1,Yes,Card
OD0008125,Zomato,02-12-2025,22:10,Hyderabad,Secunderabad,Hyderabad Tandoor,South Indian,167,4.55,14,49,74,25,Late,Medium,Rainy,Medium,3.2,No,UPI
OD0008126,Swiggy,07-07-2025,12:00,Hyderabad,Secunderabad,Hyderabad Treats,Street Food,146,0.8,11,17,15,-2,On-time,Medium,Clear,High,4.1,No,UPI
OD0008127,Zomato,08-06-2025,19:45,Hyderabad,Gachibowli,Hyderabad Spice Hub,North Indian,546,5.54,16,57,54,-3,On-time,High,Clear,Medium,4,No,UPI
OD0008128,Zomato,31-08-2025,21:05,Hyderabad,Madhapur,Hyderabad Wok,Street Food,189,5.38,14,56,81,25,Late,High,Cloudy,Medium,3.3,Yes,Card
OD0008129,Swiggy,14-03-2025,13:00,Mumbai,South Mumbai,Mumbai Spice Hub,Cafe,192,7.58,11,63,59,-4,On-time,High,Clear,Medium,4.4,No,Card
OD0008130,Swiggy,18-02-2025,14:25,Delhi NCR,West Delhi,Delhi Delight,Desserts,221,6.48,6,39,33,-6,On-time,Low,Rainy,High,4,No,UPI
OD0008131,Swiggy,11-04-2025,22:50,Delhi NCR,South Delhi,Delhi Spice Hub,Cafe,161,6.59,16,64,67,3,On-time,Medium,Rainy,Medium,4.5,Yes,UPI
OD0008132,Zomato,02-01-2025,21:25,Mumbai,Bandra,Mumbai Treats,South Indian,222,3.04,15,28,21,-7,On-time,Low,Clear,High,4.5,No,UPI
OD0008133,Swiggy,01-09-2025,22:25,Chennai,Velachery,Chennai Bites,Street Food,249,2.09,10,23,12,-11,On-time,Medium,Cloudy,High,4.1,No,UPI
OD0008134,Zomato,25-06-2025,14:35,Pune,Viman Nagar,Pune Kitchen,Pizza,439,5.83,15,49,52,3,On-time,Medium,Clear,Medium,4,No,Cash
OD0008135,Zomato,26-08-2025,13:20,Mumbai,Thane,Mumbai Delight,South Indian,327,4.84,10,36,39,3,On-time,Medium,Clear,High,4.6,No,Cash
OD0008136,Zomato,28-02-2025,21:00,Delhi NCR,Gurgaon,Delhi Express,Street Food,275,6.09,11,46,46,0,On-time,Low,Rainy,Medium,4.8,No,Card
OD0008137,Zomato,19-12-2025,15:40,Pune,Wakad,Pune Kitchen,Desserts,147,5.05,12,39,39,0,On-time,Medium,Clear,High,4,No,Wallet
OD0008138,Zomato,09-04-2025,15:40,Bengaluru,Indiranagar,Bengaluru Express,Cafe,158,7.69,17,58,57,-1,On-time,Medium,Clear,High,4.2,No,Cash
OD0008139,Swiggy,25-12-2025,17:50,Lucknow,Aliganj,Lucknow Treats,Chinese,359,3.94,17,49,70,21,Late,High,Clear,Medium,3.2,No,UPI
OD0008140,Swiggy,02-01-2025,12:30,Kolkata,Salt Lake,Kolkata Treats,North Indian,257,4.88,18,48,48,0,On-time,Medium,Clear,Medium,4,No,UPI
OD0008141,Swiggy,31-08-2025,14:25,Bengaluru,HSR Layout,Bengaluru Express,Biryani,435,3.53,20,47,52,5,On-time,Medium,Clear,Low,4,No,UPI
OD0008142,Swiggy,24-10-2025,13:20,Mumbai,Thane,Mumbai Spice Hub,Biryani,423,3.05,24,61,64,3,On-time,High,Cloudy,Low,3.8,Yes,UPI
OD0008143,Zomato,30-07-2025,16:05,Hyderabad,Hitech City,Hyderabad Tandoor,Burger,210,7.45,15,61,59,-2,On-time,Medium,Cloudy,Medium,4.4,No,Card
OD0008144,Swiggy,03-05-2025,22:20,Delhi NCR,Gurgaon,Delhi Grill House,Pizza,420,4.57,18,53,54,1,On-time,Medium,Cloudy,Low,4.3,No,UPI
OD0008145,Swiggy,17-08-2025,13:15,Delhi NCR,Gurgaon,Delhi Tandoor,Pizza,400,9.73,19,71,73,2,On-time,Medium,Clear,High,4.4,No,Cash
OD0008146,Zomato,23-03-2025,22:00,Mumbai,Bandra,Mumbai Wok,Cafe,165,2.11,9,21,12,-9,On-time,Medium,Clear,High,5,No,UPI
OD0008147,Swiggy,24-05-2025,20:25,Pune,Hinjewadi,Pune Tandoor,North Indian,391,4.99,16,54,53,-1,On-time,High,Clear,Medium,4.4,No,Card
OD0008148,Zomato,20-05-2025,19:55,Hyderabad,Madhapur,Hyderabad Kitchen,Healthy,388,5.12,13,48,44,-4,On-time,Medium,Rainy,High,4.3,No,UPI
OD0008149,Zomato,29-01-2025,12:15,Delhi NCR,East Delhi,Delhi Express,Healthy,399,7.29,13,46,50,4,On-time,Low,Clear,Medium,4.3,No,UPI
OD0008150,Swiggy,27-09-2025,12:45,Kolkata,Ballygunge,Kolkata Express,Healthy,429,3.04,10,27,20,-7,On-time,Medium,Clear,High,4.4,No,Card
OD0008151,Swiggy,04-09-2025,14:10,Bengaluru,Whitefield,Bengaluru Cafe,Chinese,324,3.61,13,30,31,1,On-time,Low,Clear,Medium,4.6,Yes,Cash
OD0008152,Swiggy,12-01-2025,21:00,Hyderabad,Secunderabad,Hyderabad Cafe,Street Food,312,1.97,10,25,24,-1,On-time,Medium,Clear,Low,4.8,No,Cash
OD0008153,Zomato,21-12-2025,14:55,Mumbai,Bandra,Mumbai Cafe,Healthy,341,7.73,19,57,45,-12,On-time,Low,Cloudy,Medium,4.6,No,Card
OD0008154,Swiggy,03-12-2025,13:00,Chennai,OMR,Chennai Kitchen,South Indian,381,1.36,17,27,58,31,Late,Medium,Clear,High,2.6,Yes,UPI
OD0008155,Swiggy,16-04-2025,16:55,Lucknow,Mahanagar,Lucknow Tandoor,Healthy,424,5.04,8,45,47,2,On-time,High,Cloudy,Medium,4,No,UPI
OD0008156,Swiggy,01-02-2025,14:50,Delhi NCR,East Delhi,Delhi Treats,Healthy,368,9.8,11,70,65,-5,On-time,Low,Rainy,Low,4.4,Yes,Cash
OD0008157,Zomato,15-03-2025,22:50,Mumbai,Navi Mumbai,Mumbai Cafe,Chinese,328,7.08,14,61,62,1,On-time,Medium,Rainy,High,4.2,No,UPI
OD0008158,Zomato,20-06-2025,15:45,Mumbai,Powai,Mumbai Kitchen,Biryani,406,7.26,23,57,58,1,On-time,Low,Clear,Medium,4.1,No,Card
OD0008159,Swiggy,03-12-2025,22:10,Mumbai,Andheri,Mumbai Cafe,Cafe,224,8.23,9,64,57,-7,On-time,High,Clear,Medium,3.6,No,UPI
OD0008160,Zomato,10-03-2025,21:10,Bengaluru,Whitefield,Bengaluru Grill House,Cafe,239,5.15,16,58,53,-5,On-time,High,Cloudy,Medium,4.3,No,UPI
OD0008161,Zomato,28-10-2025,19:15,Ahmedabad,Bopal,Ahmedabad Tandoor,Street Food,326,5.13,11,50,43,-7,On-time,Medium,Foggy,Low,4.6,No,UPI
OD0008162,Zomato,28-12-2025,14:40,Jaipur,Mansarovar,Jaipur Express,Cafe,262,4.79,13,48,37,-11,On-time,High,Cloudy,High,4.6,No,Wallet
OD0008163,Swiggy,17-05-2025,14:00,Mumbai,Navi Mumbai,Mumbai Delight,Street Food,258,4.65,8,34,42,8,Late,Medium,Clear,Medium,4,No,Cash
OD0008164,Swiggy,10-04-2025,21:30,Hyderabad,Kukatpally,Hyderabad Kitchen,Burger,220,3.58,12,32,45,13,Late,Medium,Clear,High,3.8,Yes,Cash
OD0008165,Zomato,26-05-2025,22:20,Chennai,OMR,Chennai Treats,North Indian,407,7.57,12,46,43,-3,On-time,Low,Clear,Medium,4.2,No,UPI
OD0008166,Zomato,09-01-2025,08:45,Hyderabad,Kukatpally,Hyderabad Delight,Healthy,357,3.75,12,44,39,-5,On-time,High,Clear,Low,4.3,No,UPI
OD0008167,Swiggy,03-03-2025,13:45,Bengaluru,Koramangala,Bengaluru Kitchen,Cafe,401,4.24,16,40,57,17,Late,Medium,Clear,High,3.7,No,Wallet
OD0008168,Zomato,04-07-2025,12:25,Mumbai,South Mumbai,Mumbai Tandoor,Healthy,239,2.15,10,28,32,4,On-time,High,Cloudy,High,4.4,No,UPI
OD0008169,Swiggy,29-01-2025,19:10,Hyderabad,Gachibowli,Hyderabad Delight,North Indian,496,6.46,17,69,75,6,Late,High,Clear,Low,4.3,No,UPI
OD0008170,Zomato,24-04-2025,22:00,Bengaluru,Malleshwaram,Bengaluru Express,Burger,302,7.99,12,52,57,5,On-time,Low,Clear,Low,4.3,No,UPI
OD0008171,Zomato,23-05-2025,14:20,Pune,Hinjewadi,Pune Bites,Cafe,115,0.8,11,19,24,5,On-time,Medium,Clear,Low,4.3,No,UPI
OD0008172,Zomato,30-04-2025,12:15,Pune,Viman Nagar,Pune Spice Hub,Cafe,220,7.9,10,58,63,5,On-time,Medium,Clear,Low,3.7,No,UPI
OD0008173,Swiggy,19-06-2025,19:40,Delhi NCR,East Delhi,Delhi Kitchen,Desserts,273,6.28,12,56,53,-3,On-time,High,Clear,Medium,4,No,Cash
OD0008174,Swiggy,06-06-2025,20:25,Delhi NCR,Noida,Delhi Bites,Desserts,99,7.34,10,65,56,-9,On-time,Medium,Rainy,Low,4.3,No,Wallet
OD0008175,Zomato,01-12-2025,19:35,Jaipur,Malviya Nagar,Jaipur Bites,Biryani,412,5.55,19,60,64,4,On-time,Medium,Cloudy,Low,4.3,No,UPI
OD0008176,Zomato,15-12-2025,14:10,Hyderabad,Secunderabad,Hyderabad Bites,Desserts,253,6,12,44,66,22,Late,Medium,Clear,High,2.9,No,UPI
OD0008177,Zomato,17-09-2025,12:45,Ahmedabad,Maninagar,Ahmedabad Spice Hub,Street Food,236,5.46,8,44,47,3,On-time,Medium,Cloudy,Low,4.3,No,Card
OD0008178,Swiggy,23-03-2025,22:35,Delhi NCR,East Delhi,Delhi Tandoor,Pizza,458,2.8,21,48,47,-1,On-time,High,Clear,Medium,4.7,No,UPI
OD0008179,Zomato,30-08-2025,15:35,Hyderabad,Banjara Hills,Hyderabad Wok,Street Food,99,4.56,10,31,55,24,Late,Low,Cloudy,High,3.3,No,Wallet
OD0008180,Zomato,21-06-2025,14:05,Hyderabad,Madhapur,Hyderabad Delight,Pizza,440,3.82,23,41,44,3,On-time,Low,Clear,Medium,4.5,No,UPI
OD0008181,Swiggy,19-08-2025,19:40,Ahmedabad,Maninagar,Ahmedabad Grill House,North Indian,219,6.97,18,59,59,0,On-time,Medium,Clear,Medium,4.4,No,UPI
OD0008182,Swiggy,27-07-2025,16:50,Delhi NCR,Noida,Delhi Treats,South Indian,277,4.26,17,40,52,12,Late,Low,Clear,Low,3.8,No,Card
OD0008183,Zomato,16-03-2025,20:15,Mumbai,Thane,Mumbai Treats,Cafe,175,5.78,12,49,49,0,On-time,Medium,Clear,Low,4.9,No,Card
OD0008184,Zomato,27-09-2025,13:45,Bengaluru,Koramangala,Bengaluru Express,South Indian,268,2.62,17,32,26,-6,On-time,Low,Clear,Low,4.6,No,UPI
OD0008185,Swiggy,24-04-2025,15:55,Ahmedabad,Satellite,Ahmedabad Wok,Street Food,225,8.49,10,57,57,0,On-time,Medium,Cloudy,High,4.4,No,UPI
OD0008186,Swiggy,03-03-2025,21:05,Jaipur,C Scheme,Jaipur Tandoor,South Indian,157,5.32,17,49,46,-3,On-time,Medium,Clear,Medium,4.2,No,UPI
OD0008187,Zomato,28-12-2025,20:15,Lucknow,Mahanagar,Lucknow Bites,Cafe,345,2.09,14,23,15,-8,On-time,Low,Clear,High,4.7,No,UPI
OD0008188,Swiggy,16-11-2025,20:10,Lucknow,Aliganj,Lucknow Bites,Chinese,380,6.82,23,68,78,10,Late,Medium,Cloudy,Medium,3.6,Yes,UPI
OD0008189,Swiggy,12-04-2025,21:00,Delhi NCR,Noida,Delhi Express,South Indian,238,5.3,8,46,48,2,On-time,High,Cloudy,Medium,4.2,No,Cash
OD0008190,Swiggy,28-12-2025,21:55,Delhi NCR,Central Delhi,Delhi Kitchen,Desserts,200,6.38,8,44,40,-4,On-time,Medium,Clear,Medium,3.7,No,UPI
OD0008191,Zomato,29-07-2025,21:10,Delhi NCR,South Delhi,Delhi Spice Hub,Cafe,359,11.1,8,55,58,3,On-time,Low,Clear,High,4.1,No,UPI
OD0008192,Swiggy,12-09-2025,22:20,Bengaluru,Koramangala,Bengaluru Express,Burger,272,7.09,11,60,66,6,Late,Medium,Rainy,Medium,4,No,Card
OD0008193,Swiggy,20-01-2025,14:05,Ahmedabad,SG Highway,Ahmedabad Cafe,Desserts,99,6.99,11,62,52,-10,On-time,High,Cloudy,Medium,4.6,No,UPI
OD0008194,Zomato,27-02-2025,22:15,Jaipur,Malviya Nagar,Jaipur Wok,Chinese,326,4.09,17,42,53,11,Late,Medium,Cloudy,High,4,No,Cash
OD0008195,Swiggy,22-04-2025,22:30,Mumbai,Thane,Mumbai Bites,Chinese,372,5.01,20,55,48,-7,On-time,Medium,Clear,Low,4.5,No,Card
OD0008196,Zomato,09-11-2025,13:50,Chennai,Anna Nagar,Chennai Delight,Healthy,512,4.09,14,46,53,7,Late,High,Clear,Medium,4.2,No,UPI
OD0008197,Zomato,15-07-2025,10:25,Jaipur,Jagatpura,Jaipur Cafe,Desserts,107,2.18,11,21,12,-9,On-time,Low,Clear,Medium,4.3,No,Cash
OD0008198,Zomato,19-12-2025,12:35,Hyderabad,Hitech City,Hyderabad Kitchen,Pizza,399,3.94,26,57,62,5,On-time,Medium,Clear,Low,4,No,UPI
OD0008199,Swiggy,02-04-2025,20:20,Delhi NCR,Noida,Delhi Treats,Burger,199,7.07,12,52,48,-4,On-time,Medium,Cloudy,High,4.8,No,Card
OD0008200,Zomato,21-02-2025,22:25,Hyderabad,Banjara Hills,Hyderabad Bites,Cafe,325,5.56,16,60,74,14,Late,High,Cloudy,Medium,3.7,No,Cash
OD0008201,Swiggy,20-10-2025,21:30,Bengaluru,Indiranagar,Bengaluru Express,Chinese,460,2.47,15,30,25,-5,On-time,Low,Cloudy,Low,4.4,No,Cash
OD0008202,Swiggy,08-01-2025,19:30,Chennai,Tambaram,Chennai Cafe,Chinese,379,4.58,13,44,39,-5,On-time,High,Clear,High,4.4,No,UPI
OD0008203,Zomato,27-10-2025,15:10,Bengaluru,HSR Layout,Bengaluru Tandoor,Burger,225,3.23,12,35,30,-5,On-time,High,Clear,High,4.5,No,UPI
OD0008204,Zomato,08-04-2025,20:15,Delhi NCR,South Delhi,Delhi Delight,Healthy,382,5.73,15,46,49,3,On-time,Medium,Clear,High,4.4,No,UPI
OD0008205,Swiggy,24-08-2025,19:35,Lucknow,Charbagh,Lucknow Treats,Pizza,424,3.43,18,54,60,6,Late,High,Cloudy,Low,3.8,No,Card
OD0008206,Swiggy,10-03-2025,19:10,Hyderabad,Madhapur,Hyderabad Cafe,North Indian,434,3.69,18,49,60,11,Late,High,Clear,Medium,3.7,No,Wallet
OD0008207,Zomato,14-02-2025,15:35,Hyderabad,Banjara Hills,Hyderabad Spice Hub,Chinese,366,2.23,15,27,49,22,Late,Low,Cloudy,Medium,3.5,Yes,UPI
OD0008208,Zomato,17-05-2025,19:00,Lucknow,Gomti Nagar,Lucknow Wok,Healthy,345,8.13,12,64,63,-1,On-time,High,Clear,High,4.2,No,UPI
OD0008209,Zomato,22-08-2025,22:25,Delhi NCR,West Delhi,Delhi Tandoor,Biryani,330,4.7,26,57,52,-5,On-time,Medium,Clear,Medium,4.5,No,Cash
OD0008210,Zomato,01-02-2025,22:00,Mumbai,Thane,Mumbai Treats,Cafe,252,4.57,12,33,34,1,On-time,Low,Clear,Medium,4.4,No,UPI
OD0008211,Zomato,16-10-2025,21:35,Ahmedabad,Navrangpura,Ahmedabad Spice Hub,Burger,339,5.47,18,47,61,14,Late,Low,Clear,Low,3.6,Yes,UPI
OD0008212,Swiggy,06-05-2025,18:55,Mumbai,South Mumbai,Mumbai Tandoor,Street Food,131,5.61,7,42,44,2,On-time,High,Clear,High,4.5,Yes,UPI
OD0008213,Zomato,08-03-2025,15:30,Pune,Hadapsar,Pune Grill House,Biryani,361,3.43,14,41,34,-7,On-time,High,Cloudy,High,4.2,No,UPI
OD0008214,Zomato,30-01-2025,21:15,Mumbai,Powai,Mumbai Delight,Biryani,467,5.27,18,65,70,5,On-time,High,Rainy,High,3.6,No,Wallet
OD0008215,Swiggy,24-04-2025,19:40,Delhi NCR,Gurgaon,Delhi Spice Hub,Street Food,99,4.98,12,41,59,18,Late,Medium,Clear,Medium,4.2,Yes,Wallet
OD0008216,Swiggy,23-07-2025,19:35,Hyderabad,Banjara Hills,Hyderabad Spice Hub,Pizza,377,6.84,19,80,77,-3,On-time,High,Rainy,Medium,4,No,UPI
OD0008217,Zomato,29-01-2025,22:40,Mumbai,Bandra,Mumbai Delight,Desserts,192,6.3,8,43,45,2,On-time,Medium,Clear,Medium,4,No,Wallet
OD0008218,Swiggy,11-05-2025,12:25,Pune,Hinjewadi,Pune Wok,Desserts,328,4.78,6,35,22,-13,On-time,Low,Rainy,Low,4.5,No,UPI
OD0008219,Zomato,04-07-2025,19:40,Kolkata,Garia,Kolkata Treats,Street Food,275,4.85,7,34,26,-8,On-time,Medium,Clear,Medium,4.3,Yes,Cash
OD0008220,Swiggy,10-09-2025,21:40,Jaipur,Vaishali Nagar,Jaipur Tandoor,Desserts,136,4.38,8,39,38,-1,On-time,High,Clear,Medium,4.5,No,UPI
OD0008221,Swiggy,13-10-2025,20:10,Pune,Baner,Pune Express,Pizza,346,5.02,20,61,58,-3,On-time,Medium,Rainy,Medium,3.9,No,Cash
OD0008222,Swiggy,03-03-2025,13:40,Mumbai,Andheri,Mumbai Cafe,Cafe,263,4.73,15,49,48,-1,On-time,Medium,Cloudy,Low,4.5,No,UPI
OD0008223,Zomato,03-01-2025,15:30,Ahmedabad,Bopal,Ahmedabad Kitchen,South Indian,204,5.12,14,44,46,2,On-time,Medium,Clear,Medium,4.3,No,UPI
OD0008224,Swiggy,09-03-2025,12:10,Kolkata,New Town,Kolkata Kitchen,Healthy,494,1.86,10,26,34,8,Late,Medium,Rainy,Medium,4.5,No,Wallet
OD0008225,Swiggy,25-01-2025,23:30,Kolkata,Garia,Kolkata Express,Street Food,167,3.52,8,24,27,3,On-time,Low,Clear,Medium,4.5,No,UPI
OD0008226,Zomato,28-06-2025,13:45,Ahmedabad,Vastrapur,Ahmedabad Spice Hub,Healthy,428,7.67,15,57,56,-1,On-time,Low,Cloudy,Low,4.1,No,Wallet
OD0008227,Zomato,21-05-2025,12:10,Chennai,T Nagar,Chennai Grill House,Chinese,228,3.48,16,37,39,2,On-time,Low,Cloudy,Low,3.8,No,UPI
OD0008228,Swiggy,19-08-2025,12:50,Hyderabad,Banjara Hills,Hyderabad Cafe,Pizza,361,4.52,21,40,37,-3,On-time,Low,Clear,High,4.3,No,UPI
OD0008229,Swiggy,27-10-2025,19:40,Chennai,OMR,Chennai Wok,Healthy,410,5.22,11,47,52,5,On-time,Medium,Cloudy,Low,3.9,No,Cash
OD0008230,Zomato,12-06-2025,11:10,Mumbai,South Mumbai,Mumbai Tandoor,Street Food,319,4.46,6,26,28,2,On-time,Low,Clear,Medium,4.1,No,UPI
OD0008231,Swiggy,07-11-2025,20:50,Mumbai,Bandra,Mumbai Spice Hub,Cafe,99,3.67,12,37,27,-10,On-time,Medium,Clear,Low,4.3,No,UPI
OD0008232,Zomato,10-05-2025,19:40,Chennai,T Nagar,Chennai Bites,Desserts,363,6.64,12,54,56,2,On-time,Medium,Clear,Low,4.1,No,UPI
OD0008233,Zomato,03-09-2025,19:50,Mumbai,Powai,Mumbai Tandoor,Biryani,316,2.73,21,48,50,2,On-time,Medium,Rainy,Medium,4.2,No,UPI
OD0008234,Swiggy,24-10-2025,19:30,Delhi NCR,South Delhi,Delhi Express,Biryani,487,0.8,21,26,35,9,Late,Low,Clear,Medium,4.6,No,UPI
OD0008235,Zomato,21-06-2025,12:05,Delhi NCR,Gurgaon,Delhi Tandoor,Chinese,123,7.38,12,51,73,22,Late,Medium,Clear,High,3.1,Yes,UPI
OD0008236,Zomato,05-03-2025,13:15,Chennai,Velachery,Chennai Treats,Healthy,284,2.22,17,33,52,19,Late,Medium,Cloudy,High,4.1,Yes,Card
OD0008237,Zomato,31-01-2025,20:45,Bengaluru,Koramangala,Bengaluru Cafe,Burger,165,6.25,14,53,46,-7,On-time,Medium,Cloudy,Medium,4.6,No,Card
OD0008238,Swiggy,16-02-2025,22:40,Pune,Kothrud,Pune Kitchen,Street Food,192,4.02,14,38,30,-8,On-time,Medium,Cloudy,High,4.5,No,Wallet
OD0008239,Zomato,10-05-2025,20:15,Bengaluru,Whitefield,Bengaluru Grill House,Burger,275,7.8,13,73,77,4,On-time,Medium,Rainy,Low,3.9,No,Card
OD0008240,Swiggy,18-12-2025,15:50,Hyderabad,Gachibowli,Hyderabad Grill House,Street Food,224,4.3,13,31,32,1,On-time,Low,Clear,High,4.2,No,UPI
OD0008241,Zomato,29-11-2025,15:00,Bengaluru,HSR Layout,Bengaluru Grill House,Street Food,297,3.72,12,48,39,-9,On-time,High,Rainy,Medium,4.2,No,UPI
OD0008242,Swiggy,20-04-2025,14:00,Kolkata,Garia,Kolkata Treats,Cafe,277,6.58,15,45,48,3,On-time,Low,Clear,Medium,4.1,Yes,UPI
OD0008243,Zomato,10-03-2025,14:35,Bengaluru,HSR Layout,Bengaluru Grill House,Chinese,248,7.28,24,72,76,4,On-time,Medium,Cloudy,Medium,4,No,UPI
OD0008244,Zomato,27-02-2025,22:40,Lucknow,Mahanagar,Lucknow Kitchen,Biryani,479,8.04,22,80,79,-1,On-time,High,Clear,Medium,3.9,No,UPI
OD0008245,Swiggy,16-04-2025,20:15,Jaipur,Mansarovar,Jaipur Treats,Chinese,359,0.8,16,24,28,4,On-time,Medium,Clear,Medium,4.3,No,Cash
OD0008246,Zomato,27-10-2025,15:00,Ahmedabad,Navrangpura,Ahmedabad Treats,Chinese,356,0.84,19,27,18,-9,On-time,Medium,Clear,High,4.5,No,Cash
OD0008247,Zomato,26-11-2025,22:15,Jaipur,Tonk Road,Jaipur Delight,North Indian,297,2.62,16,45,42,-3,On-time,High,Cloudy,Low,4.4,Yes,Card
OD0008248,Zomato,13-09-2025,20:50,Hyderabad,Gachibowli,Hyderabad Grill House,Street Food,252,2.56,9,25,41,16,Late,Medium,Clear,Medium,3.7,No,UPI
OD0008249,Zomato,08-11-2025,14:05,Hyderabad,Madhapur,Hyderabad Express,Burger,258,3.81,14,35,52,17,Late,Medium,Clear,High,3.7,No,UPI
OD0008250,Zomato,20-06-2025,14:50,Pune,Kothrud,Pune Treats,Cafe,201,4.9,13,52,56,4,On-time,High,Cloudy,Medium,3.7,No,Card
OD0008251,Swiggy,11-06-2025,14:35,Kolkata,Park Street,Kolkata Delight,Pizza,423,5.18,26,53,52,-1,On-time,Low,Cloudy,Medium,4.2,No,Cash
OD0008252,Swiggy,13-10-2025,19:25,Jaipur,Tonk Road,Jaipur Spice Hub,Street Food,124,5.91,8,39,33,-6,On-time,Medium,Clear,High,3.9,No,Card
OD0008253,Zomato,12-03-2025,12:40,Kolkata,Ballygunge,Kolkata Grill House,South Indian,289,3.4,16,41,48,7,Late,Medium,Clear,Low,4,No,UPI
OD0008254,Zomato,12-09-2025,20:40,Lucknow,Gomti Nagar,Lucknow Cafe,Street Food,298,4.62,11,44,52,8,Late,High,Cloudy,High,4.3,No,Card
OD0008255,Zomato,24-02-2025,14:20,Bengaluru,Koramangala,Bengaluru Wok,Biryani,309,4.67,19,48,54,6,Late,Medium,Clear,Medium,3.9,No,Card
OD0008256,Zomato,19-11-2025,14:40,Ahmedabad,Vastrapur,Ahmedabad Grill House,Burger,202,4.83,16,51,59,8,Late,Medium,Rainy,High,3.9,No,UPI
OD0008257,Swiggy,03-01-2025,19:05,Kolkata,Salt Lake,Kolkata Bites,Desserts,362,3.79,12,35,47,12,Late,Low,Rainy,Medium,4,No,UPI
OD0008258,Swiggy,26-01-2025,14:35,Kolkata,Howrah,Kolkata Treats,Desserts,200,5.23,11,43,54,11,Late,Medium,Cloudy,Medium,4,No,Card
OD0008259,Zomato,09-11-2025,11:10,Bengaluru,Indiranagar,Bengaluru Spice Hub,Biryani,305,2.73,24,44,51,7,Late,Medium,Clear,Medium,4,Yes,UPI
OD0008260,Zomato,06-05-2025,18:00,Pune,Hadapsar,Pune Tandoor,Street Food,136,8.24,6,56,60,4,On-time,High,Clear,High,4.1,No,Cash
OD0008261,Swiggy,22-02-2025,15:05,Jaipur,Jagatpura,Jaipur Tandoor,Street Food,99,3.04,14,33,41,8,Late,Low,Rainy,Medium,4.2,No,UPI
OD0008262,Zomato,17-07-2025,15:40,Mumbai,Thane,Mumbai Kitchen,Pizza,622,5.59,17,43,60,17,Late,Low,Clear,Medium,3.5,No,UPI
OD0008263,Zomato,26-10-2025,19:45,Chennai,OMR,Chennai Express,Biryani,399,4.15,17,43,38,-5,On-time,Medium,Cloudy,High,4.2,No,UPI
OD0008264,Swiggy,07-07-2025,22:45,Bengaluru,Malleshwaram,Bengaluru Tandoor,Street Food,130,3.82,11,32,24,-8,On-time,Medium,Clear,High,4.6,No,UPI
OD0008265,Swiggy,05-07-2025,12:10,Lucknow,Hazratganj,Lucknow Cafe,Burger,336,1.78,7,17,24,7,Late,Low,Cloudy,Low,4.2,No,UPI
OD0008266,Zomato,01-11-2025,14:50,Hyderabad,Banjara Hills,Hyderabad Delight,Desserts,234,3.72,10,27,22,-5,On-time,Low,Clear,Medium,4.5,Yes,Cash
OD0008267,Swiggy,25-10-2025,15:40,Mumbai,Bandra,Mumbai Wok,South Indian,271,4.32,18,53,47,-6,On-time,High,Clear,Medium,4.4,No,Card
OD0008268,Zomato,23-07-2025,15:35,Bengaluru,Electronic City,Bengaluru Express,Street Food,238,3.64,7,31,22,-9,On-time,Medium,Cloudy,Low,4.5,No,Wallet
